sentence_id,category,reference,perturbation,severity,candidate,note,bertscore,bleu
9,cs.CL,"SafeHarness attains 71.9% task success and 87.5% collision avoidance, surpassing the previous SOTA by 6.5% and 27.0%, respectively.",scramble,2,"collision 27.0%, 6.5% SafeHarness SOTA 87.5% previous success task attains and and by the avoidance, surpassing 71.9%",word order shuffled,0.3810875415802002,15.208689016598711
9,cs.CL,"SafeHarness attains 71.9% task success and 87.5% collision avoidance, surpassing the previous SOTA by 6.5% and 27.0%, respectively.",number_swap,3,"SafeHarness attains 96.9% task success and 87.5% collision avoidance, surpassing the previous SOTA by 6.5% and 27.0%, respectively.",71.9% -> 96.9%,0.9704986214637756,90.16312132446728
9,cs.CL,"SafeHarness attains 71.9% task success and 87.5% collision avoidance, surpassing the previous SOTA by 6.5% and 27.0%, respectively.",negation,5,"It is not the case that safeHarness attains 71.9% task success and 87.5% collision avoidance, surpassing the previous SOTA by 6.5% and 27.0%, respectively.",prepended denial,0.8515593409538269,76.23168491128143
10,cs.CL,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",identical,0,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",unchanged,1.0,100.00000000000004
10,cs.CL,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",synonym,1,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective impression of semantic equivalence and distance.",notion -> impression,0.9269028902053833,90.9593063222022
10,cs.CL,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",scramble,2,"mass, physical volume, and We objective whether and distance, those semantic time study unique, embeddings notion equivalence a of measurements of which admit reflect",word order shuffled,0.20150186121463776,7.823691165019671
10,cs.CL,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",antonym,4,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which deny a unique, objective notion of semantic equivalence and distance.",admit -> deny,0.9602441787719727,90.9593063222022
10,cs.CL,"We study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",negation,5,"It is not the case that we study whether those embeddings reflect physical measurements of mass, distance, time and volume, which admit a unique, objective notion of semantic equivalence and distance.",prepended denial,0.8580373525619507,79.68607481576657
11,cs.CL,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",identical,0,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",unchanged,1.0,100.00000000000004
11,cs.CL,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",synonym,1,"We happen that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",find -> happen,0.9359682202339172,92.44754047211332
11,cs.CL,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",scramble,2,"measurement and that embedding can We peculiar in instead be only quite patterns weakly physical the space, modeled find is that measurement",word order shuffled,0.1690233200788498,6.611534550436005
11,cs.CL,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",antonym,4,"We find that physical measurement differ only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",is -> differ,0.8826848864555359,88.95260356363632
11,cs.CL,"We find that physical measurement is only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",negation,5,"We find that physical measurement is not only weakly modeled in the embedding space, and that instead quite peculiar measurement patterns can be observed.",inserted 'not' after 'is',0.937694787979126,89.42255541978513
12,cs.CL,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",identical,0,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",unchanged,0.9999996423721313,100.00000000000004
12,cs.CL,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",synonym,1,"Further analysis indicates that embedding representations of physical measurement are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",measurements -> measurement,0.9848881959915161,90.25139799587889
12,cs.CL,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",scramble,2,"of are that measurements embedding improve by does similarity string representations of analysis physical similarity, substantially Further strongly and indicates the not superficial recalibration influenced",word order shuffled,0.20029404759407043,6.040987856648413
12,cs.CL,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",antonym,4,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity unmake not substantially improve the alignment.",does -> unmake,0.8623523116111755,90.25139799587889
12,cs.CL,"Further analysis indicates that embedding representations of physical measurements are strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",negation,5,"Further analysis indicates that embedding representations of physical measurements are not strongly influenced by superficial string similarity, and recalibration of similarity does not substantially improve the alignment.",inserted 'not' after 'are',0.9552872180938721,90.61874434879648
13,cs.CL,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",identical,0,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",unchanged,1.0,100.00000000000004
13,cs.CL,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",synonym,1,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rise polarization and political violence.",rising -> rise,0.9108721613883972,87.87419089273847
13,cs.CL,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",scramble,2,"Hostile rhetoric social as toward groups as normalize polarization contribute and rising can to mistreatment, political and well exclusion justify",word order shuffled,0.37250182032585144,7.069026301161597
13,cs.CL,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",antonym,4,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as ill as contribute to rising polarization and political violence.",well -> ill,0.9353229999542236,87.87419089273847
13,cs.CL,"Hostile rhetoric toward social groups can normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",negation,5,"Hostile rhetoric toward social groups can not normalize exclusion and justify mistreatment, as well as contribute to rising polarization and political violence.",inserted 'not' after 'can',0.9342250227928162,88.43865924896839
14,cs.CL,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",identical,0,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",unchanged,1.0000007152557373,100.00000000000004
14,cs.CL,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",synonym,1,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in societal and moral psychology, and political science.",social -> societal,0.9818813800811768,87.25129388059693
14,cs.CL,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",scramble,2,"psychology, hostile in on draw in social theories online and to speech rhetoric Efforts moderate foundational and political moral",word order shuffled,0.24190181493759155,8.108856443532748
14,cs.CL,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",antonym,4,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and immoral psychology, and political science.",moral -> immoral,0.8833926320075989,87.25129388059693
14,cs.CL,"Efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",negation,5,"It is not the case that efforts to moderate hostile rhetoric in online speech draw on foundational theories in social and moral psychology, and political science.",prepended denial,0.8382588624954224,73.52923728444685
15,cs.CL,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",identical,0,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",unchanged,1.0,100.00000000000004
15,cs.CL,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",synonym,1,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely be tested against each other in real discourse.",been -> be,0.9424059987068176,92.10500207490826
15,cs.CL,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",scramble,2,"different been rarely other real However, of how against sometimes in conflicting tested and in were accounts and develops, propose largely these theories each often developed have parallel, hostility",word order shuffled,0.004832315258681774,6.517880032281139
15,cs.CL,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",antonym,4,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and lack rarely been tested against each other in real discourse.",have -> lack,0.9414072632789612,92.10500207490826
15,cs.CL,"However, these theories were developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",negation,5,"However, these theories were not developed largely in parallel, often propose different and sometimes conflicting accounts of how hostility develops, and have rarely been tested against each other in real discourse.",inserted 'not' after 'were',0.9540797472000122,92.34732618882049
16,cs.CL,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",identical,0,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",unchanged,1.0,100.00000000000004
16,cs.CL,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",synonym,1,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and associate to each other, in real-world discourse.",relate -> associate,0.9108411073684692,91.57103753711765
16,cs.CL,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",scramble,2,"a understanding to each the hostility, without real-world relate appear, is of they of The a sense in mechanisms fragmented how rhetorical of result other, clear and",word order shuffled,0.11234965175390244,9.667230824286074
16,cs.CL,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",antonym,4,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and dissociate to each other, in real-world discourse.",relate -> dissociate,0.9306976199150085,91.57103753711765
16,cs.CL,"The result is a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",negation,5,"The result is not a fragmented understanding of the rhetorical mechanisms of hostility, without a clear sense of how they appear, and relate to each other, in real-world discourse.",inserted 'not' after 'is',0.908863365650177,91.84678024441791
17,cs.CL,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",identical,0,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",unchanged,1.0,100.00000000000004
17,cs.CL,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",synonym,1,"Coding harness shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",harnesses -> harness,0.9288526773452759,94.38872047706454
17,cs.CL,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",scramble,2,"individual long-horizon harnesses capabilities coding performance, evaluates the typically agents shape Coding translate model leaving yet how into work components harnesses existing autonomous as monolithic of software-engineering effectiveness systems,",word order shuffled,0.19693370163440704,6.310360657137246
17,cs.CL,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",antonym,4,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, arrive the effectiveness of individual components unclear.",leaving -> arrive,0.9187526106834412,91.84678024441791
17,cs.CL,"Coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",negation,5,"It is not the case that coding harnesses shape how autonomous coding agents translate model capabilities into long-horizon software-engineering performance, yet existing work typically evaluates harnesses as monolithic systems, leaving the effectiveness of individual components unclear.",prepended denial,0.8677846193313599,81.3148048525254
18,cs.CL,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",identical,0,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",unchanged,1.0,100.00000000000004
18,cs.CL,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",synonym,1,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, activity space, and context management.",action -> activity,0.9797316789627075,92.10500207490826
18,cs.CL,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",scramble,2,"To loop lightweight varied: action harness planning, three enable components this comparisons, we is question with whose context while coding and component-level study fixed are a execution space,",word order shuffled,0.18096937239170074,9.647541867269785
18,cs.CL,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",antonym,4,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop differ fixed while three components are varied: planning, action space, and context management.",is -> differ,0.914093017578125,92.10500207490826
18,cs.CL,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is fixed while three components are varied: planning, action space, and context management.",negation,5,"To enable component-level comparisons, we study this question with a lightweight coding harness whose execution loop is not fixed while three components are varied: planning, action space, and context management.",inserted 'not' after 'is',0.9702210426330566,92.34732618882049
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",identical,0,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",unchanged,0.9999992847442627,100.00000000000004
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",synonym,1,"Across four models measure on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",evaluated -> measure,0.9506230354309082,92.10500207490826
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",scramble,2,"ablations on matched Verified models planning we four five four SWE-Bench context-window 2.1, action spanning and of targeted 176 strategies, and and budgets, evaluate settings evaluated context-management Terminal-Bench Across",word order shuffled,0.2804504930973053,6.1642303490192365
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",number_swap,3,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 179 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",176 -> 179,0.9962515234947205,92.10500207490826
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",antonym,4,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 mismatched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",matched -> mismatched,0.9626315832138062,92.10500207490826
19,cs.CL,"Across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",negation,5,"It is not the case that across four models evaluated on SWE-Bench Verified and Terminal-Bench 2.1, we evaluate 176 matched settings spanning five context-management strategies, four context-window budgets, and targeted ablations of planning and action space.",prepended denial,0.8897534012794495,81.8011175452639
20,cs.CL,These findings inform model- and budget-aware harness design and provide a modular framework for evaluating future harness components.,identical,0,These findings inform model- and budget-aware harness design and provide a modular framework for evaluating future harness components.,unchanged,0.9999996423721313,100.00000000000004
20,cs.CL,These findings inform model- and budget-aware harness design and provide a modular framework for evaluating future harness components.,synonym,1,These findings inform model- and budget-aware harness design and provide a modular framework for measure future harness components.,evaluating -> measure,0.8959397673606873,84.92326635760686
20,cs.CL,These findings inform model- and budget-aware harness design and provide a modular framework for evaluating future harness components.,scramble,2,design framework and a modular findings future and These evaluating harness budget-aware for model- provide harness inform,word order shuffled,0.2977932393550873,6.943032776134597
